name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,open_hours_sunday,price_range,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,restaurant_id
Kopi Semesta,Coffee stand,-7.949251,112.633633,Malang City,"Tulusrejo, Lowokwaru",Jl. Bantaran Bar. IV No.Kav A,65141,East Java,Yogyakarta,5.0,1,"Sen: 7.00 am–6.00 pm | Sel: 7.00 am–6.00 pm | Rab: 7.00 am–6.00 pm | Kam: 7.00 am–6.00 pm | Jum: 7.00 am–12.00 am | Sab: 12.00–6.00 am, 7.00 am–6.00 pm | Min: 7.00 am–6.00 pm",7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–12.00 am,"12.00–6.00 am, 7.00 am–6.00 pm",7.00 am–6.00 pm,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Kopi+Semesta/data=!4m7!3m6!1s0x2dd629d2ceed6d99:0x3cf2e086ce1d3c3b!8m2!3d-7.9492515!4d112.6336328!16s%2Fg%2F11msdlbk92!19sChIJmW3tztIp1i0ROzwdzobg8jw?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2dd629d2ceed6d99_0x3cf2e086ce1d3c3b
Semesta kopi,Coffee shop,-7.063453,112.576361,Gresik Regency,"Sembayat Timur, Karangrejo, Manyar",WHPG+JG9,61151,East Java,Yogyakarta,5.0,1,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,https://www.google.com/maps/place/Semesta+kopi/data=!4m7!3m6!1s0x2e77fdc83375def7:0x907ca9e22076a7da!8m2!3d-7.0634528!4d112.5763615!16s%2Fg%2F11rsfqvtw0!19sChIJ9951M8j9dy4R2qd2IOKpfJA?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e77fdc83375def7_0x907ca9e22076a7da
Semesta Coffee | Cafe Terdekat,Cafe,-7.414843,109.272323,Banyumas Regency,"Dusun III, Dukuhwaluh, Kembaran",Jl. Tegal Sari,53182,Central Java,Yogyakarta,4.5,371,Setiap hari: 7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,7.00 am–2.00 am,Rp 1–25.000,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Semesta+Coffee+%7C+Cafe+Terdekat/data=!4m7!3m6!1s0x2e655fcdc2beac73:0x308a0cf18784cb94!8m2!3d-7.4148434!4d109.2723232!16s%2Fg%2F11hzcy38c9!19sChIJc6y-ws1fZS4RlMuEh_EMijA?authuser=0&hl=en&rclk=1,google_maps,0.7455,0x2e655fcdc2beac73_0x308a0cf18784cb94
semesta coffee & space,Coffee shop,-5.362276,104.999248,Pringsewu Regency,"Bulukarto, Gading Rejo",Jl. Ahmad Yani No.726,35372,Lampung,Yogyakarta,4.0,198,Setiap hari: 9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,9.00 am–3.00 am,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/semesta+coffee+%26+space/data=!4m7!3m6!1s0x2e473335df9b8ce1:0x4e91bd8f19346ae8!8m2!3d-5.3622764!4d104.999248!16s%2Fg%2F11qpdz5vwc!19sChIJ4Yyb3zUzRy4R6Go0GY-9kU4?authuser=0&hl=en&rclk=1,google_maps,0.6637,0x2e473335df9b8ce1_0x4e91bd8f19346ae8
SEMESTA KOPI TIAM,Coffee shop,-0.048931,109.323741,Pontianak,"Akcaya, South Pontianak",Jl. Karna Sosial Gg. Wonoyoso 2 No.3,78121,West Kalimantan,Yogyakarta,4.7,93,Setiap hari: 9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,9.00 am–12.00 am,Rp 1–25.000,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,https://www.google.com/maps/place/SEMESTA+KOPI+TIAM/data=!4m7!3m6!1s0x2e1d59c855955abd:0xc5c872f8ccc01b38!8m2!3d-0.0489307!4d109.3237406!16s%2Fg%2F11qp99bglm!19sChIJvVqVVchZHS4ROBvAzPhyyMU?authuser=0&hl=en&rclk=1,google_maps,0.7215,0x2e1d59c855955abd_0xc5c872f8ccc01b38
Semesta Kopi,Coffee stand,-6.989405,110.395105,Semarang City,"Salamanmloyo, Semarang Barat",Jl. Pamularsih Raya,50149,Central Java,Yogyakarta,5.0,3,Setiap hari: 9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,9.00 am–10.00 pm,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Semesta+Kopi/data=!4m7!3m6!1s0x2e708b732864b53b:0xdda74dc25484c600!8m2!3d-6.9894049!4d110.395105!16s%2Fg%2F11yfthkwxd!19sChIJO7VkKHOLcC4RAMaEVMJNp90?authuser=0&hl=en&rclk=1,google_maps,0.6382,0x2e708b732864b53b_0xdda74dc25484c600
Semesta celestial roastery,Coffee shop,-7.3903,112.509982,Gresik Regency,"Sidomukti, Sumberrame, Wringinanom",JG55+VXM,61176,East Java,Yogyakarta,5.0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.google.com/maps/place/Semesta+celestial+roastery/data=!4m7!3m6!1s0x2e780f001c030f4d:0x4f8272ac60d65dec!8m2!3d-7.3902999!4d112.5099825!16s%2Fg%2F11y018gn32!19sChIJTQ8DHAAPeC4R7F3WYKxygk8?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e780f001c030f4d_0x4f8272ac60d65dec
SEMESTA RESTO & KOPI,Diner,-7.019775,110.524282,Demak Regency,"Area Sawah, Brumbung, Mranggen",Jl. Raya Kembangarum,59567,Central Java,Yogyakarta,4.2,144,Sen: 9.00 am–11.00 pm | Sel: 9.00 am–11.00 pm | Rab: 9.00 am–11.00 pm | Kam: 9.00 am–11.00 pm | Jum: 9.00 am–11.00 pm | Sab: 9.00 am–11.30 pm | Min: 9.00 am–11.30 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.30 pm,9.00 am–11.30 pm,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/SEMESTA+RESTO+%26+KOPI/data=!4m7!3m6!1s0x2e7093007c264b57:0x973b1e07f5235328!8m2!3d-7.0197752!4d110.5242818!16s%2Fg%2F11vz29pslt!19sChIJV0smfACTcC4RKFMj9QceO5c?authuser=0&hl=en&rclk=1,google_maps,0.6767,0x2e7093007c264b57_0x973b1e07f5235328
semesta coffee batam,Restaurant,1.046039,103.967687,Batam City,"Bukit Tempayan, Batu Aji",Jl. Letjend Suprapto,29438,Riau Islands,Yogyakarta,4.2,261,Setiap hari: 8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,Rp 25–100K,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/semesta+coffee+batam/data=!4m7!3m6!1s0x31d98d9d83ffe8d3:0x3c4a9d81515c7e7f!8m2!3d1.0460392!4d103.9676867!16s%2Fg%2F11wy11rfsv!19sChIJ0-j_g52N2TERf35cUYGdSjw?authuser=0&hl=en&rclk=1,google_maps,0.6973,0x31d98d9d83ffe8d3_0x3c4a9d81515c7e7f
SEMESTA Coffee Roastery,Coffee roastery,-6.901006,112.044378,Tuban Regency,"Sidorejo, Tuban",Jl. Mastrip I,62315,East Java,Yogyakarta,5.0,2,Sen: 3.00–10.00 pm | Sel: 3.00–10.00 pm | Rab: 3.00–10.00 pm | Kam: 3.00–10.00 pm | Jum: 3.30–10.00 pm | Sab: 3.00–10.00 pm | Min: 3.00–10.00 pm,3.00–10.00 pm,3.00–10.00 pm,3.00–10.00 pm,3.00–10.00 pm,3.30–10.00 pm,3.00–10.00 pm,3.00–10.00 pm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/SEMESTA+Coffee+Roastery/data=!4m7!3m6!1s0x2e779932c7afdc55:0x55aef6f0a7c38e48!8m2!3d-6.9010056!4d112.0443776!16s%2Fg%2F11qh52ql5n!19sChIJVdyvxzKZdy4RSI7Dp_D2rlU?authuser=0&hl=en&rclk=1,google_maps,0.6241,0x2e779932c7afdc55_0x55aef6f0a7c38e48
Kopi Semesta 2,Coffee shop,-7.965439,112.616778,Malang City,"Gading Kasri, Lowokwaru",Jl. Surabaya No.g No.12,65115,East Java,Yogyakarta,5.0,2,Setiap hari: 11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.google.com/maps/place/Kopi+Semesta+2/data=!4m7!3m6!1s0x2e78830049323af1:0x3a5ad61d103864d9!8m2!3d-7.9654392!4d112.6167777!16s%2Fg%2F11wxvqb4r0!19sChIJ8ToySQCDeC4R2WQ4EB3WWjo?authuser=0&hl=en&rclk=1,google_maps,0.6241,0x2e78830049323af1_0x3a5ad61d103864d9
Kopi Semesta 1,Coffee shop,-7.955887,112.61502,Malang City,"Ketawanggede, Lowokwaru","2JV7+MW2, Jl. Veteran",65145,East Java,Yogyakarta,4.2,5,Setiap hari: 11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,11.00 am–5.30 pm,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.google.com/maps/place/Kopi+Semesta+1/data=!4m7!3m6!1s0x2e78830073f80419:0xf725471582029a00!8m2!3d-7.9558865!4d112.6150198!16s%2Fg%2F11wvd8cnr7!19sChIJGQT4cwCDeC4RAJoCghVHJfc?authuser=0&hl=en&rclk=1,google_maps,0.5599,0x2e78830073f80419_0xf725471582029a00
"SEMESTA COFFEE ""COFFEE & EATERY""",Coffee shop,-7.416736,112.5832,Sidoarjo Regency,"Dusun Jeruk, Jerukgamping, Krian",Jl. Kyai Mojo No.14,61262,East Java,Yogyakarta,4.4,23,,,,,,,,,Rp 1–25.000,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,https://www.google.com/maps/place/SEMESTA+COFFEE+%22COFFEE+%26+EATERY%22/data=!4m7!3m6!1s0x2e78097737b280f1:0x7b55736e2d379084!8m2!3d-7.4167356!4d112.5831996!16s%2Fg%2F11lhrrsdcq!19sChIJ8YCyN3cJeC4RhJA3LW5zVXs?authuser=0&hl=en&rclk=1,google_maps,0.6369,0x2e78097737b280f1_0x7b55736e2d379084
WARMINDO THE ROYAL PANGHEGAR CAFE,Noodle shop,-7.736684,110.376582,Sleman Regency,"Tegalsari, Sariharjo, Ngaglik",Jalan Palagan Tentara Pelajar Km.7 No.202a,55581,Special Region of Yogyakarta,Yogyakarta,4.0,250,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/WARMINDO+THE+ROYAL+PANGHEGAR+CAFE/data=!4m7!3m6!1s0x2e7a58e1b15255d9:0xacc6164735bfe968!8m2!3d-7.7366844!4d110.3765822!16s%2Fg%2F11bw3c8p_r!19sChIJ2VVSseFYei4RaOm_NUcWxqw?authuser=0&hl=en&rclk=1,google_maps,0.6718,0x2e7a58e1b15255d9_0xacc6164735bfe968
Burjo Palm Kuning,Restaurant,-7.762699,110.386748,Sleman Regency,"Manggung, Caturtunggal, Depok",69PP+WMH,55281,Special Region of Yogyakarta,Yogyakarta,4.4,170,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Burjo+Palm+Kuning/data=!4m7!3m6!1s0x2e7a59ae463ac417:0xa8981f402201027a!8m2!3d-7.7626994!4d110.3867476!16s%2Fg%2F11gcn2h8mm!19sChIJF8Q6Rq5Zei4RegIBIkAfmKg?authuser=0&hl=en&rclk=1,google_maps,0.7064,0x2e7a59ae463ac417_0xa8981f402201027a
Burjo Murni,Noodle shop,-7.794022,110.378281,Yogyakarta City,"Baciro, Gondokusuman","Jl. Tunjung Baru No.1 A, RW.001",55211,Special Region of Yogyakarta,Yogyakarta,4.7,1415,Setiap hari: 5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,5.00 am–11.00 pm,Rp 1–25.000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Burjo+Murni/data=!4m7!3m6!1s0x2e7a582acbcd443b:0xbaa3af3a807e658f!8m2!3d-7.7940217!4d110.3782808!16s%2Fg%2F11cndb8bnl!19sChIJO0TNyypYei4Rj2V-gDqvo7o?authuser=0&hl=en&rclk=1,google_maps,0.8161,0x2e7a582acbcd443b_0xbaa3af3a807e658f
Warung Burjo Sundawa,Restaurant,-7.809116,110.368937,Yogyakarta City,"Keparakan, Mergangsan","59R9+9H3, Jl. Mantrigawen Lor",55131,Special Region of Yogyakarta,Yogyakarta,4.3,634,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,https://www.google.com/maps/place/Warung+Burjo+Sundawa/data=!4m7!3m6!1s0x2e7a579a50c81a3d:0xdd17bf054d2adfd9!8m2!3d-7.809116!4d110.3689369!16s%2Fg%2F11c707rr94!19sChIJPRrIUJpXei4R2d8qTQW_F90?authuser=0&hl=en&rclk=1,google_maps,0.7402,0x2e7a579a50c81a3d_0xdd17bf054d2adfd9
Burjo King Warmindo & Coffee,Restaurant,-7.731216,110.375344,Sleman Regency,"Karang Moko, Sariharjo, Ngaglik",,55285,Special Region of Yogyakarta,Yogyakarta,4.2,345,Setiap hari: 6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,6.29 am–12.00 am,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,https://www.google.com/maps/place/Burjo+King+Warmindo+%26+Coffee/data=!4m7!3m6!1s0x2e7a59903dee053b:0x27ca2e40e816cacd!8m2!3d-7.7312165!4d110.3753438!16s%2Fg%2F11k6ymzfwm!19sChIJOwXuPZBZei4RzcoW6EAuyic?authuser=0&hl=en&rclk=1,google_maps,0.707,0x2e7a59903dee053b_0x27ca2e40e816cacd
Burjo Jogja,Restaurant,-7.734746,110.341961,Sleman Regency,"Area Sawah, Tlogoadi, Mlati","Ruko Grand Tlogoadi, Jl. Kebon Agung No.:3",55286,Special Region of Yogyakarta,Yogyakarta,4.3,96,Sen: 1.30–11.00 pm | Sel: 1.30–11.00 pm | Rab: 8.30 am–3.00 am | Kam: 8.30 am–3.00 am | Jum: 8.30 am–3.00 am | Sab: 8.30 am–3.00 am | Min: 8.30 am–3.00 am,1.30–11.00 pm,1.30–11.00 pm,8.30 am–3.00 am,8.30 am–3.00 am,8.30 am–3.00 am,8.30 am–3.00 am,8.30 am–3.00 am,Rp 1–25.000,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,https://www.google.com/maps/place/Burjo+Jogja/data=!4m7!3m6!1s0x2e7a59d14cf45f1d:0x4460b82ffa6f398e!8m2!3d-7.7347461!4d110.3419608!16s%2Fg%2F11j3b08l_4!19sChIJHV_0TNFZei4Rjjlv-i-4YEQ?authuser=0&hl=en&rclk=1,google_maps,0.6746,0x2e7a59d14cf45f1d_0x4460b82ffa6f398e
Burjo Sumatera Jogja,Fast food restaurant,-7.78041,110.416519,Sleman Regency,"Janti, Caturtunggal, Depok",Jl. Tambak Bayan V No.5,55281,Special Region of Yogyakarta,Yogyakarta,4.8,92,,,,,,,,,Rp 1–25.000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Burjo+Sumatera+Jogja/data=!4m7!3m6!1s0x2e7a59b03abbcc79:0xf0a460a0ec005f82!8m2!3d-7.7804104!4d110.4165194!16s%2Fg%2F11vc07c8nw!19sChIJecy7OrBZei4Rgl8A7KBgpPA?authuser=0&hl=en&rclk=1,google_maps,0.7331,0x2e7a59b03abbcc79_0xf0a460a0ec005f82
Burjo Borneo,Noodle shop,-7.763501,110.411733,Sleman Regency,"Ngropoh, Condong Catur, Depok",Jl. Seturan Raya No.403,55283,Special Region of Yogyakarta,Yogyakarta,4.5,3128,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,https://www.google.com/maps/place/Burjo+Borneo/data=!4m7!3m6!1s0x2e7a599a8302a49d:0x6c0937a026935541!8m2!3d-7.7635007!4d110.4117328!16s%2Fg%2F11c4818_c5!19sChIJnaQCg5pZei4RQVWTJqA3CWw?authuser=0&hl=en&rclk=1,google_maps,0.8196,0x2e7a599a8302a49d_0x6c0937a026935541
WARMINDO & BURJO Al Barokah 1,Restaurant,-7.703479,110.3481,Sleman Regency,"Wadas, Tridadi, Sleman","78WX+J65, Jl. Dr. Radjimin",55514,Special Region of Yogyakarta,Yogyakarta,4.0,145,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/WARMINDO+%26+BURJO+Al+Barokah+1/data=!4m7!3m6!1s0x2e7a5fe880d6fd79:0x7f2b9bc2ad0ba6bd!8m2!3d-7.7034792!4d110.3480999!16s%2Fg%2F11jx2s5ddj!19sChIJef3WgOhfei4RvaYLrcKbK38?authuser=0&hl=en&rclk=1,google_maps,0.6529,0x2e7a5fe880d6fd79_0x7f2b9bc2ad0ba6bd
Warung Burjo DM,Restaurant,-7.765084,110.368782,Sleman Regency,"Kutu Dukuh, Sinduadi, Mlati",Monjali St No.54,55284,Special Region of Yogyakarta,Yogyakarta,4.4,147,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Warung+Burjo+DM/data=!4m7!3m6!1s0x2e7a584fd873ae41:0x687d96f84b4bc8d5!8m2!3d-7.7650843!4d110.3687819!16s%2Fg%2F11crzgjtpt!19sChIJQa5z2E9Yei4R1chLS_iWfWg?authuser=0&hl=en&rclk=1,google_maps,0.7014,0x2e7a584fd873ae41_0x687d96f84b4bc8d5
Burjo Yudhistira(ꦧꦸꦂꦗꦺꦴꦪꦸꦣꦶꦱ꧀ꦠꦶꦫ),Restaurant,-7.778757,110.395468,Sleman Regency,"Demangan Baru, Caturtunggal, Depok",69CW+F5W,55281,Special Region of Yogyakarta,Yogyakarta,4.5,137,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Burjo+Yudhistira%28%EA%A6%A7%EA%A6%B8%EA%A6%82%EA%A6%97%EA%A6%BA%EA%A6%B4%EA%A6%AA%EA%A6%B8%EA%A6%A3%EA%A6%B6%EA%A6%B1%EA%A7%80%EA%A6%A0%EA%A6%B6%EA%A6%AB%29/data=!4m7!3m6!1s0x2e7a59c6c805e2d7:0xdef6a5af992907e6!8m2!3d-7.7787574!4d110.3954677!16s%2Fg%2F11b6rx5l9m!19sChIJ1-IFyMZZei4R5gcpma-l9t4?authuser=0&hl=en&rclk=1,google_maps,0.7109,0x2e7a59c6c805e2d7_0xdef6a5af992907e6
Burjo Barokah(꧋ꦧꦸꦂꦗꦺꦴꦧꦫꦺꦴꦏꦃ),Restaurant,-7.743012,110.371703,Sleman Regency,"Sedan, Sariharjo, Ngaglik","794C+QMW, Dan",55581,Special Region of Yogyakarta,Yogyakarta,4.5,77,Sen: 8.00 am–1.00 am | Sel: 8.00 am–1.00 am | Rab: 8.00 am–1.00 am | Kam: 8.00 am–1.00 am | Jum: 8.00 am–1.00 am | Sab: 8.00 am–1.00 am | Min: 8.00 am–12.00 am,8.00 am–1.00 am,8.00 am–1.00 am,8.00 am–1.00 am,8.00 am–1.00 am,8.00 am–1.00 am,8.00 am–1.00 am,8.00 am–12.00 am,Rp 1–25.000,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Burjo+Barokah%28%EA%A7%8B%EA%A6%A7%EA%A6%B8%EA%A6%82%EA%A6%97%EA%A6%BA%EA%A6%B4%EA%A6%A7%EA%A6%AB%EA%A6%BA%EA%A6%B4%EA%A6%8F%EA%A6%83%29/data=!4m7!3m6!1s0x2e7a58e497c52531:0x8f36c36d55f5e7eb!8m2!3d-7.7430125!4d110.3717031!16s%2Fg%2F11bx1j66gb!19sChIJMSXFl-RYei4R6-f1VW3DNo8?authuser=0&hl=en&rclk=1,google_maps,0.6909,0x2e7a58e497c52531_0x8f36c36d55f5e7eb
Warmindo Burjo Mekar Mulya,Restaurant,-7.761738,110.375527,Sleman Regency,"Pogung Kidul, Sinduadi, Mlati","69QG+862, Jl. Pogung Kidul",55281,Special Region of Yogyakarta,Yogyakarta,4.4,736,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Warmindo+Burjo+Mekar+Mulya/data=!4m7!3m6!1s0x2e7a5853a90413d7:0x4b9f4220a4dcca36!8m2!3d-7.7617383!4d110.3755269!16s%2Fg%2F11b6dw84h4!19sChIJ1xMEqVNYei4RNsrcpCBCn0s?authuser=0&hl=en&rclk=1,google_maps,0.7574,0x2e7a5853a90413d7_0x4b9f4220a4dcca36
Burjo one star 99 karang asem,Diner,-7.751019,110.410359,Sleman Regency,"Dero, Condong Catur, Depok",Jl. Super Raya No.163-177,55281,Special Region of Yogyakarta,Yogyakarta,4.4,103,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,https://www.google.com/maps/place/Burjo+one+star+99+karang+asem/data=!4m7!3m6!1s0x2e7a59f767d66151:0x3b42eb6b5122e066!8m2!3d-7.7510195!4d110.410359!16s%2Fg%2F11rq2lbrjj!19sChIJUWHWZ_dZei4RZuAiUWvrQjs?authuser=0&hl=en&rclk=1,google_maps,0.689,0x2e7a59f767d66151_0x3b42eb6b5122e066
Burjo Kang Dhemes (warmindo),Restaurant,-7.774169,110.404729,Sleman Regency,"Mundu, Caturtunggal, Depok",Jl. Perumnas Mundu.250A1,55281,Special Region of Yogyakarta,Yogyakarta,4.6,55,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Burjo+Kang+Dhemes+%28warmindo%29/data=!4m7!3m6!1s0x2e7a5926a3f1d22d:0x8ef61e6e41135ac8!8m2!3d-7.7741693!4d110.4047286!16s%2Fg%2F11jb65fplt!19sChIJLdLxoyZZei4RyFoTQW4e9o4?authuser=0&hl=en&rclk=1,google_maps,0.6912,0x2e7a5926a3f1d22d_0x8ef61e6e41135ac8
Burjo Berkah Tower,Chicken restaurant,-7.756537,110.383179,Sleman Regency,"Manggung, Caturtunggal, Depok","69VM+97M, Gg. Pandega Wreksa",55281,Special Region of Yogyakarta,Yogyakarta,4.0,30,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,$,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.google.com/maps/place/Burjo+Berkah+Tower/data=!4m7!3m6!1s0x2e7a59abcd6451cf:0x495dfd129d86333c!8m2!3d-7.7565373!4d110.3831786!16s%2Fg%2F11ckpyr7ff!19sChIJz1FkzatZei4RPDOGnRL9XUk?authuser=0&hl=en&rclk=1,google_maps,0.5982,0x2e7a59abcd6451cf_0x495dfd129d86333c
Burjo Andeska 06 Seturan,Restaurant,-7.770378,110.409849,Sleman Regency,"Kledokan, Caturtunggal, Depok",Jl. Seturan Raya No.171,55281,Special Region of Yogyakarta,Yogyakarta,5.0,1,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.google.com/maps/place/Burjo+Andeska+06+Seturan/data=!4m7!3m6!1s0x2e7a599398a4be27:0x79da8ab863fd85e3!8m2!3d-7.7703777!4d110.4098489!16s%2Fg%2F11gf3t98v6!19sChIJJ76kmJNZei4R44X9Y7iK2nk?authuser=0&hl=en&rclk=1,google_maps,0.6,0x2e7a599398a4be27_0x79da8ab863fd85e3
Burjo Andeska Demangan,Cafe,-7.77827,110.392597,Sleman Regency,"Mrican, Caturtunggal, Depok",Jl. Demangan Baru No.23,55281,Special Region of Yogyakarta,Yogyakarta,4.3,1298,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 1–25.000,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Burjo+Andeska+Demangan/data=!4m7!3m6!1s0x2e7a5948082f6301:0x127a56f40894eb96!8m2!3d-7.7782704!4d110.3925974!16s%2Fg%2F11h2966v4r!19sChIJAWMvCEhZei4RluuUCPRWehI?authuser=0&hl=en&rclk=1,google_maps,0.7651,0x2e7a5948082f6301_0x127a56f40894eb96
